"codigo_origem";"descricao_original";"unidade_origem";"produto_canonico";"marca";"categoria";"nome_variante";"unidade_canonica";"atributos"
"goevo:008065";"PISO CIMENTO GRIGIO URBAN RETIFICADO ACETINADO CINZA 55X55 CM";"UN";"Piso Cimento Grigio Urban Retificado Acetinado";"";"Revestimento";"Cinza 55x55 cm";"UN";"Cor=Cinza | Dimensao=55x55 cm | Acabamento=Acetinado Retificado"
"goevo:008067";"CABO FLEXIVEL 750V 4,00 MM AZUL";"M";"Cabo Flexível 450/750V";"";"Eletrica";"4,0 mm² Azul";"M";"Bitola=1 x 4,0 mm² | Cor=Azul"
"goevo:008069";"ADESIVO FOSCO ALCOOL";"UN";"Adesivo Fosco Álcool";"";"Acabamento";"Fosco";"UN";"Acabamento=Fosco"
"goevo:008070";"ADESIVO TRANSPARENTE ALCOOL EM GEL";"UN";"Adesivo Transparente Álcool em Gel";"";"Acabamento";"Transparente";"UN";"Acabamento=Transparente"
"goevo:008071";"ADESIVO BRANCO FOSCO";"UN";"Adesivo Branco Fosco";"";"Acabamento";"Branco Fosco";"UN";"Cor=Branco | Acabamento=Fosco"
"goevo:008072";"ADESIVO PRETO FOSCO";"UN";"Adesivo Preto Fosco";"";"Acabamento";"Preto Fosco";"UN";"Cor=Preto | Acabamento=Fosco"
"goevo:008077";"BACIA DE CONTENCAO METALICA 250 L";"UN";"Bacia de Contenção Metálica";"";"Seguranca";"250 L";"UN";"Capacidade=250 L | Material=Metalica"
"goevo:008079";"KIT BARRAMENTO 100A TRIFASICO ISOLADO P/ 40 CIRCUITOS";"PC";"Kit Barramento Trifásico Isolado";"";"Eletrica";"100 A 40 Circuitos";"PC";"Corrente=100 A | Capacidade=40 Circuitos"
"goevo:008080";"CAMERA TERMICA TEMPERATURA UNI-T UTI120S";"UN";"Camera Termica Medição Temperatura UNI-T";"UNI-T";"Ferramentas";"UTI120S";"UN";"Modelo=UTI120S"
"goevo:008081";"LOCALIZADOR DE DISJUNTOR PAINEL ELETRICO";"UN";"Localizador de Disjuntor Painel Elétrico";"";"Eletrica";"Padrao";"UN";""
"goevo:008082";"LOCALIZADOR DE DISJUNTOR E CIRCUITO ELETRICO 220V";"UN";"Localizador de Disjuntor e Circuito Elétrico";"";"Eletrica";"220 V";"UN";"Voltagem=220 V"
"goevo:008083";"QUADRO DE DISTRIBUIÇÃO MONTADO 12 POLOS BARRA PRIN. 1.1/2X3/8 774A BARRA DER. 5/8X1/8 122A";"UN";"Quadro de Distribuição Montado";"";"Eletrica";"12 Polos 774A/122A";"UN";"Capacidade=12 Polos | Barra Principal=1.1/2x3/8 774A | Barra Derivacao=5/8x1/8 122A"
"goevo:008089";"FONTE ININTERRUPTA 2A FA1220S C/ BATERIA XB 1270";"UN";"Fonte Ininterrupta com Bateria";"";"Eletrica";"2 A FA1220S XB 1270";"UN";"Corrente=2 A | Modelo=FA1220S | Bateria=XB 1270"
"goevo:008091";"MALHA PARA EMBALAGEM";"UN";"Malha para Embalagem";"";"Utensilios";"Padrao";"UN";""
"goevo:008093";"TAMPO DE MESA INGÁ 2,20X0,80 M";"UN";"Tampo de Mesa Ingá";"";"Mobiliario";"2,20x0,80 m";"UN";"Dimensao=2,20x0,80 m"
"goevo:008094";"MULTIKIT - R410A - E162SNB2";"UN";"Multikit E162SNB2";"";"Eletrica";"R410A E162SNB2";"UN";"Modelo=E162SNB2 | Refrigerante=R410A"
"goevo:008095";"MULTIKIT - R410A - E302SNB2";"UN";"Multikit E302SNB2";"";"Eletrica";"R410A E302SNB2";"UN";"Modelo=E302SNB2 | Refrigerante=R410A"
"goevo:008099";"GRELHA RETORNO 300X300";"UN";"Grelha de Retorno para Ar Condicionado";"";"Climatizacao";"300 x 300 mm";"UN";"Dimensao=300 x 300 mm"
"goevo:008100";"DIFUSOR TAMANHO 3";"UN";"Difusor Filtro Tosi DQE-41";"Tosi";"Ventilacao";"Tamanho 3";"UN";"Tamanho=3"
"goevo:008101";"COLARINHO";"UN";"Colarinho para Ar Condicionado";"";"Climatizacao";"Padrao";"UN";""
"goevo:008105";"RECONDICIONAMENTO DA PLACA DO EVAPORADOR";"UN";"Servico de Recondicionamento de Placa de Evaporador";"";"Serviços";"Padrao";"UN";""
"goevo:008106";"FORNECIMENTO DE GÁS";"UN";"Servico de Fornecimento de Gas Refrigerante";"";"Serviços";"Padrao";"UN";""
"goevo:008107";"CONECTOR COTOVELO COMPATIVEL C/ PURIFICADOR DE AGUA IBBL 1/4 X 1/4";"UN";"Conector Cotovelo Compativel Purificador Agua IBBL";"IBBL";"Filtros";"1/4"" x 1/4""";"UN";"Bitola=1/4"" x 1/4"""
"goevo:008108";"REALOCAÇÃO DE CONDENSADORA";"UN";"Servico de Realocacao de Condensadora";"";"Serviços";"Padrao";"UN";""
"goevo:008113";"DESMONTAGEM DOS DUTOS";"UN";"Servico de Desmontagem de Dutos";"";"Serviços";"Padrao";"UN";""
"goevo:008115";"MINI SERVIDOR UNIFI UBIQUITI CLOUD KEY G2 PLUS UCK-G2-PLUS";"UN";"Mini Servidor Unifi Cloud Key G2 Plus Ubiquiti";"Ubiquiti";"Informatica";"UCK-G2-PLUS";"UN";"Modelo=UCK-G2-PLUS"
"goevo:008117";"FILTRO SEC. FLIGOR ST307X7/85 ST700X7/85";"PC";"Filtro Secador Fligor";"Fligor";"Climatizacao";"ST307X7/85 ST700X7/85";"PC";"Modelo=ST307X7/85 ST700X7/85"
"goevo:008126";"LUVA AZUL VOLK";"PC";"Luva Multiuso Azul Volk";"Volk";"Limpeza";"Azul";"PC";"Cor=Azul"
"goevo:008127";"LUVA AMARELA VOLK";"PC";"Luva Multiuso Amarela Volk";"Volk";"Limpeza";"Amarela";"PC";"Cor=Amarela"
"goevo:008128";"TINTA PISO ACRILICA 18L CINZA";"GL";"Tinta para Piso";"";"Pintura";"Cinza 18 L";"GL";"Cor=Cinza | Capacidade=18 L"
"goevo:008129";"LEITEIRA 18L";"UN";"Leiteira Aluminio";"";"Utensilios";"18 L";"UN";"Capacidade=18 L | Material=Aluminio"
"goevo:008130";"FIBRA VERDE";"UN";"Fibra para Limpeza Verde";"";"Limpeza";"Verde";"UN";"Cor=Verde"
"goevo:008131";"FIBRA BRANCA";"UN";"Fibra para Limpeza Branca";"";"Limpeza";"Branca";"UN";"Cor=Branca"
"goevo:008132";"ABRACADEIRA 25X100MM";"PC";"Abraçadeira Metalica";"";"Construcao";"25 x 100 mm";"PC";"Dimensao=25 x 100 mm"
"goevo:008133";"ABRACADEIRA 48X100MM";"PC";"Abraçadeira Metalica";"";"Construcao";"48 x 100 mm";"PC";"Dimensao=48 x 100 mm"
"goevo:008134";"BATERIA 9V ALCALINA";"UN";"Bateria 9V Alcalina Panasonic";"Panasonic";"Eletrica";"Padrao";"UN";""
"goevo:008140";"LAMPADA LED TUBULAR 9W BIVOLT 4000K T8 60CM";"UN";"Lampada Tuboled T8 Ledbee";"Ledbee";"Iluminacao";"9 W 4000K 60 cm";"UN";"Potencia=9 W | Temperatura=4000K | Comprimento=60 cm"
"goevo:008141";"RODO ALUMINIO";"UN";"Rodo com Cabo Aluminio";"";"Limpeza";"Aluminio";"UN";"Material=Aluminio"
"goevo:008142";"KIT HUGGIES BABY EXTRA SUAVE";"KI";"Kit Huggies Baby Extra Suave";"Huggies";"Higiene";"Padrao";"KI";""
"goevo:008143";"CASE PARA HD EXTERNO SSD DE NOTEBOOK USB 3.0 SATA";"UN";"Case para HD Externo SSD Notebook USB 3.0 SATA";"";"Informatica";"USB 3.0 SATA";"UN";"Interface=USB 3.0 SATA"
"goevo:008144";"TINTA RENDE MUITO - MADEIRA ENFUMAÇADA";"UN";"Tinta Rende Muito Coral";"Coral";"Pintura";"Madeira Enfumaçada";"UN";"Cor=Madeira Enfumaçada"
"goevo:008145";"CERVEJA BUDWEISER AMERICAN LAGER 269ML LATA";"UN";"Cerveja Budweiser American Lager Lata";"Budweiser";"Alimento";"269 ml";"UN";"Capacidade=269 ml"
"goevo:008146";"CERVEJA AMSTEL LATA 269ML";"UN";"Cerveja Amstel Lata";"Amstel";"Alimento";"269 ml";"UN";"Capacidade=269 ml"
"goevo:008147";"SUCO";"UN";"Suco";"";"Alimento";"Padrao";"UN";""
"goevo:008148";"REFRIGERANTE";"UN";"Refrigerante";"";"Alimento";"Padrao";"UN";""
"goevo:008149";"LONA AZUL CARRETEIRO CAMPING 75G IMPERMEAVEL 5X5";"UN";"Lona Azul Carreteiro Camping Impermeavel";"";"Diversos";"75 g/m² 5x5 m";"UN";"Gramatura=75 g/m² | Dimensao=5x5 m | Cor=Azul"
"goevo:008150";"FLANGE SERRA MARMORE";"UN";"Flange para Serra Marmore";"";"Ferramentas";"Padrao";"UN";""
"goevo:008151";"PARAFUSO PRENDE DISCO MAKITA";"UN";"Parafuso Prende Disco Makita";"Makita";"Ferramentas";"Padrao";"UN";""
"goevo:008152";"SUPORTE PROJETOR DE TETO PAREDE DATASHOW UNIVERSAL REGULAVEL";"UN";"Suporte Universal Regulavel para Projetor Datashow Teto e Parede";"";"Acessorios";"Universal Regulavel";"UN";"Tipo=Universal Regulavel | Fixacao=Teto e Parede"
"goevo:008153";"PLACA ESPELHO 4X2 P/ TOMADA REDONDA";"UN";"Placa para Piso 4x2 com Tomada Aluminio";"";"Eletrica";"4x2 Tomada Redonda";"UN";"Dimensao=4x2 | Configuracao=Tomada Redonda"
"goevo:008154";"MT SUPORTE EVAPORADORA PISO TETO";"PC";"Suporte para Evaporadora Piso Teto";"";"Refrigeracao";"Padrao";"PC";""
"goevo:008155";"CAPACITOR DUPLO 25 + 2,5 MFD 440 VAC";"PC";"Capacitor Duplo";"";"Eletrica";"25 + 2,5 MFD 440 VAC";"PC";"Capacitancia=25 + 2,5 MFD | Voltagem=440 VAC"
"goevo:008156";"CAPACITOR DUPLO 55 + 2,5 MFD 380 VAC";"PC";"Capacitor Duplo";"";"Eletrica";"55 + 2,5 MFD 380 VAC";"PC";"Capacitancia=55 + 2,5 MFD | Voltagem=380 VAC"
"goevo:008157";"PRESILHA LR-P RETA PARA PAREDE VIDRO SEM FURO";"UN";"Presilha Quadrada Base Reta para Vidro Alvenaria";"";"Ferragem";"LR-P Reta Sem Furo Parede";"UN";"Formato=Reta | Tipo=Sem Furo | Aplicacao=Parede Vidro | Modelo=LR-P"
"goevo:008158";"PONTALETE CHUMBADOR 40CM EM FERRO PARA TUBO DE 50 X 50";"UN";"Pontalete Chumbador em Ferro para Tubo";"";"Fixacao";"40 cm para Tubo 50x50 mm";"UN";"Comprimento=40 cm | Bitola Tubo=50 x 50 mm"
"goevo:008159";"ADESIVO ESTRUTURAL EPOXI DRYKOPOXI 1KG";"UN";"Adesivo Estrutural Epoxi Drykopoxi";"";"Adesivos";"1 kg";"UN";"Peso=1 kg"
"goevo:008160";"PROJETOR MULTIMÍDIA 5.000 ANSI LÚMENS - DLP";"UN";"Projetor Multimidia DLP";"";"Informatica";"5000 ANSI Lumens DLP";"UN";"Brilho=5000 ANSI Lumens | Tecnologia=DLP"
"goevo:008161";"CABO HDMI 10 METROS";"UN";"Cabo HDMI";"";"Informatica";"10 m";"UN";"Comprimento=10 m"
"goevo:008162";"INSTALAÇÃO DE EVAPORADORA DUTO DE 5HP";"UN";"Servico de Instalacao de Evaporadora Duto";"";"Servicos";"5 HP";"UN";"Capacidade=5 HP"
"goevo:008163";"FORNECIMENTO DE DUTOS FLEXIVEIS";"UN";"Servico de Fornecimento e Troca de Ramais de Dutos Flexiveis";"";"Servicos";"Padrao";"UN";""
"goevo:008164";"PAR CONECTOR MIKE CIRCULAR GX16 2 VIAS P CABO MACHO/FEMEA";"UN";"Par Conector Mike Circular GX16 Macho e Femea";"";"Eletrica";"GX16 2 Vias";"UN";"Vias=2 | Modelo=GX16"
"goevo:008165";"BATERIA LITIO P/ PARAFUSADEIRA 12V PFVO12I PFV012 VONDER";"UN";"Bateria Litio para Parafusadeira Vonder";"Vonder";"Eletrica";"12 V PFVO12I PFV012";"UN";"Voltagem=12 V | Modelo=PFVO12I PFV012"
"goevo:008166";"SERVIÇO DE TROCA DE FILTROS E OLEO DO GERADOR";"UN";"Servico de Troca de Filtros e Oleo de Gerador";"";"Servicos";"Padrao";"UN";""
"goevo:008167";"COPO DESCARTAVEL 300ML";"PC";"Copo Descartavel";"";"Utensilios";"300 ml";"PC";"Capacidade=300 ml"
"goevo:008168";"PARAFUSO PARA CAMA 5/16"" X 100MM COM PORCA";"UN";"Parafuso para Cama com Porca";"";"Fixacao";"5/16"" x 100 mm";"UN";"Bitola=5/16"" x 100 mm"
"goevo:008169";"JAQUETA E CONE CHUMBADOR PARABOLT 5/16";"UN";"Jaqueta e Cone Chumbador Parabolt";"";"Fixacao";"5/16""";"UN";"Bitola=5/16"""
"goevo:008170";"ARRUELA CONCAVA 5/16 METALICA ZB";"UN";"Arruela Concava Metalica";"";"Fixacao";"5/16"" Zincado Branco";"UN";"Bitola=5/16"" | Acabamento=Zincado Branco"
"goevo:008171";"CHUMBADOR QUIMICO BI COMPONENTE CARGA LEVE E MEDIA 2 APLICADORES 300 ML";"UN";"Chumbador Quimico Bi Componente Carga Leve e Media";"";"Fixacao";"300 ml 2 Aplicadores";"UN";"Capacidade=300 ml | Quantidade Aplicadores=2"
"goevo:008172";"MASSA PARA PLACA CIMENTICIA MAXCRYL 5KG";"UN";"Massa para Placa Cimenticia Maxcryl";"";"Drywall";"5 kg";"UN";"Peso=5 kg"
"goevo:008173";"FONTE CHAVEADA ELETRONICA 48V VOLTS 5A 240W 110/220V BIVOLT";"UN";"Fonte Chaveada Eletronica Bivolt";"";"Eletrica";"48 V 5 A 240 W Bivolt";"UN";"Voltagem Saida=48 V | Corrente=5 A | Potencia=240 W | Voltagem Entrada=110/220 V Bivolt"
"goevo:008174";"Compressor Panasonic Scrool 7,5tr Tri 220v R-410a Scp270h36a";"UN";"Compressor Panasonic Scroll R-410a";"Panasonic";"Refrigeracao";"7,5 TR Tri 220 V R-410a SCP270H36A";"UN";"Capacidade=7,5 TR | Voltagem=220 V Trifasico | Gas=R-410a | Modelo=SCP270H36A"
"goevo:008175";"CABO FLEXIEL HEPR 95MM PRETO 1KV";"M";"Cabo HEPR Atox Flexivel 0,6/1KV";"";"Eletrica";"1 x 95 mm² Preto Classe 5";"M";"Bitola=1 x 95 mm² | Classe=5 | Cor=Preto"
"goevo:008176";"TERMINAL DE COBRE A COMPRESSAO 95MM";"UN";"Terminal Compressao";"";"Eletrica";"95 mm";"UN";"Bitola=95 mm"
"goevo:008177";"MONITOR LCD FULL HD ANTIRREFLEXO 21.5 LENOVO THINKVISIO COR PRETO 100V/240V";"UN";"Monitor LCD Full HD Antirreflexo Lenovo ThinkVision";"Lenovo";"Informatica";"21,5"" Full HD Preto";"UN";"Tamanho=21,5"" | Resolucao=Full HD | Cor=Preto | Voltagem=100-240 V Bivolt"
"goevo:008178";"Giroflex 10w Led Azul Parafuso";"UN";"Giroflex LED com Parafuso";"";"Iluminacao";"10 W Azul Parafuso";"UN";"Potencia=10 W | Cor=Azul | Fixacao=Parafuso"
"goevo:008179";"TROCA DE CONDENSADORA";"UN";"Serviço de Troca de Compressor da Condensadora";"";"Serviços";"Padrão";"UN";""
"goevo:008180";"NOBREAK 1200VA BIVOLT";"UN";"Nobreak";"";"Eletrica";"1200 VA Bivolt";"UN";"Potencia=1200 VA | Voltagem=Bivolt"
"goevo:008181";"INSTALAÇÃO DE EQUIPAMENTO SPLIT";"UN";"Serviço de Instalação de Equipamento Split";"";"Serviços";"Padrão";"UN";""
"goevo:008182";"SISTEMA VRF";"UN";"Serviço de Sistema VRF";"";"Serviços";"Padrão";"UN";""
"goevo:008183";"COLA TRAVA ROSCA PARAFUSO PRISIONEIRO VERMELHO 50G";"UN";"Cola Trava Rosca para Parafuso Prisioneiro";"";"Adesivos";"Vermelho 50 g";"UN";"Cor=Vermelho | Peso=50 g"
"goevo:008184";"BANCO ATLANTIS 3 LUGARES - RUDNICK - B20GYY";"UN";"Banco Atlantis Rudnick";"Rudnick";"Mobiliario";"3 Lugares B20GYY";"UN";"Lugares=3 | Modelo=B20GYY"
"goevo:008185";"SERVIÇO DE INSTALAÇÃO DE TANQUE AÉREO PARA ARMAZEMAMENTO DE LIQUIDOS - TANQUE E BACIA 250 LITROS";"UN";"Serviço de Instalação de Tanque Aéreo com Bacia";"";"Serviços";"250 L";"UN";"Capacidade=250 L"
"goevo:008186";"SACOLA DE NON-WOVEN COM ALÇAS";"UN";"Sacola Non-Woven com Alças";"";"Embalagem";"Padrão";"UN";""
"goevo:008187";"TUBO 4 X 2 (10,0 X 5,0) 6 METROS - PTO";"BR";"Tubo Estrutural Retangular";"";"Estrutura";"10x5 cm Preto 6 m";"BR";"Dimensao=10,0 x 5,0 cm (4x2) | Comprimento=6 m | Cor=Preto"
"goevo:008188";"PISO LAMINADO EUCAFLOOR PRIME CLICK - VALENCIA CX/8";"UN";"Piso Laminado Eucafloor Prime Click Valencia";"Eucafloor";"Revestimento";"Valencia Click Caixa/8";"UN";"Cor=Valencia | Instalacao=Click | Quantidade=Caixa com 8 réguas"
"goevo:008189";"FONTE DC 48V 20A 1000W AC BIVOLT DRIVER CNC CONTROLADORA";"UN";"Fonte DC Driver CNC";"";"Eletrica";"48V 20A 1000W Bivolt";"UN";"Voltagem=48 V DC | Corrente=20 A | Potencia=1000 W | Entrada=Bivolt AC"
"goevo:008190";"FORNECIMENTO DO MATERIAL NECESSÁRIO E ISOLAMENTO DOS DUTOS";"UN";"Serviço de Fornecimento e Isolamento de Dutos";"";"Serviços";"Padrão";"UN";""
"goevo:008191";"FORNECIMENTO DO CABO PP PARA EQUIPAMENTOS";"UN";"Serviço de Fornecimento de Cabo PP para Equipamentos";"";"Serviços";"Padrão";"UN";""
"goevo:008192";"AIRCLOUD GATEWAY";"UN";"Aircloud Gateway";"";"Climatizacao";"Padrão";"UN";""
"goevo:008193";"LIXEIRA DE INOX 65 LITROS TAMPA BASCULANTE";"UN";"Lixeira Basculante Inox";"";"Limpeza";"65 L";"UN";"Capacidade=65 L"
"goevo:008194";"PISO JURUTU 5MM";"UN";"Piso Jurutu";"";"Revestimento";"5 mm";"UN";"Espessura=5 mm"
"goevo:008195";"ADESIVO DE VINIL";"UN";"Adesivo de Vinil";"";"Acabamento";"Padrão";"UN";""
"goevo:008196";"PERFIL PARA FORRO MODULAR AÇO T24 CLICADO 24 X 3125 MM GMIXX";"UN";"Perfil T Clicado Gmixx";"";"Forro";"3125 mm";"UN";""
"goevo:008197";"Tomada Dupla Cinza 20a Com Suporte 4x4 Placa Pial Legrand";"UN";"Tomada Pial Legrand Dupla com Suporte";"Pial Legrand";"Eletrica";"Cinza 20A 4x4";"UN";"Dimensao=4x4 | Corrente=20 A | Cor=Cinza | Configuracao=Dupla"
"goevo:008198";"Espelho Placa Cego Cinza 4x2 Legrand Pial Plus+ C/ Suporte";"UN";"Placa Pial Legrand Plus";"Pial Legrand";"Eletrica";"Cinza Cega 4x2 Com Suporte";"UN";"Dimensao=4x2 | Tipo=Cega | Cor=Cinza | Acessorio=Com Suporte"
"goevo:008199";"Placa Espelho 4x4 Cega Legrand Pial Plus Cinza";"UN";"Placa Pial Legrand Plus";"Pial Legrand";"Eletrica";"Cinza Cega 4x4";"UN";"Dimensao=4x4 | Tipo=Cega | Cor=Cinza"
"goevo:008200";"CARRINHO PRETO TRANSPORTA COOLER";"UN";"Carrinho para Transporte de Cooler";"";"Utensilios";"Preto";"UN";"Cor=Preto"
"goevo:008201";"FORNECIMENTO E INSTALAÇÃO DE RAMAIS DE DUTOS COMPLETOS ISOLADOS";"UN";"Servico de Fornecimento e Troca de Ramais de Dutos Flexiveis";"";"Servicos";"Completos Isolados";"UN";"Tipo=Completos Isolados"
"goevo:008202";"ALICATE PRENSA TERMINAL 0,25 ATE 10MM";"UN";"Alicate Prensa Terminal";"";"Ferramentas";"0,25 a 10 mm";"UN";"Bitola=0,25 a 10 mm"
"goevo:008203";"APARADOR DE GRAMA ELETRICO DIAMETRO DE CORTE 280MM 1000W 220V";"UN";"Aparador de Grama Eletrico";"";"Ferramentas";"280 mm 1000W 220V";"UN";"Diametro Corte=280 mm | Potencia=1000 W | Voltagem=220 V"
"goevo:008204";"APARADOR DE GRAMA ELETRICO DIAMETRO DE CORTE 280MM 1000W 127V";"UN";"Aparador de Grama Eletrico";"";"Ferramentas";"280 mm 1000W 127V";"UN";"Diametro Corte=280 mm | Potencia=1000 W | Voltagem=127 V"
"goevo:008205";"CERA PARA POLIR GRANITO MARMORE E PEDRAS";"UN";"Cera para Polir Granito Marmore e Pedras";"";"Limpeza";"Padrão";"UN";""
"goevo:008206";"VARÃO EXTENSOR AJUSTÁVEL BOX/CORTINA/PIA 1,40M A 2,60 METROS";"UN";"Varao Extensor Ajustavel para Box Cortina Pia";"";"Fixacao";"1,40 a 2,60 m";"UN";"Comprimento=1,40 a 2,60 m"
"goevo:008207";"CORTINA PVC BLACKOUT CORTA 100% LUZ SOLAR 2,20 X 1,30 M";"UN";"Cortina PVC Blackout";"";"Acabamento";"2,20 x 1,30 m";"UN";"Dimensao=2,20 x 1,30 m | Tipo=Corta 100% Luz Solar"
"goevo:008208";"CONECTOR MIKE GX20";"UN";"Conector Mike GX20";"";"Eletrica";"GX20";"UN";"Modelo=GX20"
"goevo:008209";"UNIÃO RETA COM 6 FUROS EM AÇO";"UN";"União Reta com 6 Furos em Aço";"";"Estrutura Metalica";"Padrão";"UN";""
"goevo:008210";"PLACA DE JUNÇÃO E FIXAÇÃO DE MADEIRA AÇO";"UN";"Placa de Junção e Fixação de Madeira Aço";"";"Estrutura Metalica";"Padrão";"UN";""
"goevo:008211";"TAMPO DE MESA EM VIDRO";"UN";"Tampo de Mesa em Vidro";"";"Mobiliario";"Padrão";"UN";""
"goevo:008212";"LAMPADA VEICULAR H4 FAROL ALTO E BAIXO";"UN";"Lampada Veicular H4 Farol Alto e Baixo";"";"Iluminacao";"H4";"UN";"Modelo=H4 | Aplicacao=Farol Alto e Baixo"
"goevo:008213";"SERVIÇO DE MÃO DE OBRA DE INSTALAÇÃO DO SISTEMA MINI VRF DE 18 HP COM 04 EVAP DUTO DE 5 HP";"UN";"Serviço de Instalação Sistema Mini VRF";"";"Serviços";"18 HP com 4 Evap Duto 5 HP";"UN";"Capacidade=18 HP | Quantidade Evaporadores=4 | Tipo Evaporador=Duto 5 HP"
"goevo:008214";"FABRICAÇÃO E INSTALAÇÃO DE RAMAIS DE DUTOS";"UN";"Serviço de Fabricação e Instalação de Ramais de Dutos";"";"Serviços";"Padrão";"UN";""
"goevo:008215";"ETIQUETA GOWORK REDONDA COR PRETA";"UN";"Etiqueta Gowork Redonda";"Gowork";"Escritorio";"Preta";"UN";"Cor=Preta | Formato=Redonda"
"goevo:008216";"ETIQUETA GOWORK REDONDA FUNDO BRANCO";"UN";"Etiqueta Gowork Redonda";"Gowork";"Escritorio";"Fundo Branco";"UN";"Cor=Fundo Branco | Formato=Redonda"
"goevo:008217";"ETIQUETA ALCOOL LIQUIDO";"UN";"Etiqueta Alcool Liquido";"";"Escritorio";"Padrão";"UN";"Aplicacao=Alcool Liquido"
"goevo:008218";"ETIQUETA REDONDA ALCOOL EM GEL";"UN";"Etiqueta Redonda Alcool em Gel";"";"Escritorio";"Padrão";"UN";"Aplicacao=Alcool em Gel | Formato=Redonda"
"goevo:008219";"Ventilador De Teto Potente Sala Quad 4 Pás Preto Ventax 220v";"UN";"Ventilador de Teto Ventax";"Ventax";"Eletrodomesticos";"Preto 220V 4 Pás";"UN";"Modelo=Quad 4 Pás | Cor=Preto | Voltagem=220V"
"goevo:008220";"LUVA SOLDAVEL 25MM";"UN";"Luva Soldavel Tigre";"Tigre";"Hidraulica";"25 mm";"UN";"Diametro=25 mm"
"goevo:008221";"JUNCAO ESGOTO 75X50";"UN";"Junção Esgoto";"";"Hidraulica";"75 x 50 mm";"UN";"Bitola=75 x 50 mm"
"goevo:008222";"JOELHO 90 SOLD AZUL 25X12";"UN";"Joelho 90° Soldavel Azul";"";"Hidraulica";"Azul 25 x 1/2""";"UN";"Bitola=25 x 1/2"" | Cor=Azul | Angulo=90°"
"goevo:008223";"JUNCAO ESGOTO 50X50";"UN";"Junção Esgoto";"";"Hidraulica";"50 x 50 mm";"UN";"Bitola=50 x 50 mm"
"goevo:008224";"JOELHO 90 ESGOTO 50MM";"UN";"Joelho 90° Esgoto";"";"Hidraulica";"50 mm";"UN";"Diametro=50 mm | Angulo=90°"
"goevo:008225";"VALVULA PIA 312X112 CROM";"UN";"Válvula Pia Cromada";"";"Hidraulica";"3/1/2"" x 1.1/2"" Cromado";"UN";"Bitola=3/1/2"" x 1.1/2"" | Acabamento=Cromado"
"goevo:008226";"ANEL BOR EG X SR 75MM";"UN";"Anel Comum Tigre";"Tigre";"Hidraulica";"75 mm";"UN";"Diametro=75 mm"
"goevo:008227";"TUBO ESGOTO 50MM 3M";"UN";"Tubo Esgoto Tigre";"Tigre";"Hidraulica";"50 mm 3 m";"UN";"Diametro=50 mm | Comprimento=3 m"
"goevo:008228";"JOELHO 45 ESGOTO 75MM";"UN";"Joelho PVC Soldavel 45 Graus";"";"Hidraulica";"75 mm 45°";"UN";"Bitola=75 mm | Angulo=45°"
"goevo:008229";"TUBO SOLDAVEL 25MM 3M";"UN";"Tubo PVC Soldavel";"";"Hidraulica";"25 mm 3 m";"UN";"Diametro=25 mm"
"goevo:008230";"LIGACAO FLEX TRANCADO MF 12X40CM CROM";"UN";"Ligação Flexível Trançado Macho Fêmea Cromado";"";"Hidraulica";"1/2"" 40 cm Cromado";"UN";"Bitola=1/2"" | Comprimento=40 cm | Acabamento=Cromado"
"goevo:008231";"ANEL BOR EG X SR 50MM";"UN";"Anel Comum Tigre";"Tigre";"Hidraulica";"50 mm";"UN";"Diametro=50 mm"
"goevo:008322";"MASSA ADESIVA EPOXI SUB-AQUATICA 100G";"UN";"Massa Adesiva Epoxi Sub-Aquatica";"";"Fixacao";"100 g";"UN";"Capacidade=100 g"
"goevo:008324";"CORDA POLIAMIDA 12MM NR18 10 METROS";"UN";"Corda Poliamida NR18";"";"EPI";"12 mm 10 m";"UN";"Diametro=12 mm | Comprimento=10 m"
"goevo:008328";"SENSOR 14563";"UN";"Sensor 14563";"";"Eletrica";"Padrão";"UN";"Modelo=14563"
"goevo:008329";"CANO COBRE RIGIDO 1 1/8"" ESPECIAL AC.1/32";"KG";"Cano Cobre Rigido Especial";"";"Hidraulica";"1 1/8"" 1/32""";"KG";"Bitola=1 1/8"" | Espessura=1/32"""
"goevo:008330";"GT ADAPTADOR AD87 1/4 X 5/16 ( GAS 410 )";"PC";"Adaptador GT AD87 Gas 410";"";"Refrigeracao";"1/4"" x 5/16"" Gas 410";"PC";"Bitola=1/4"" x 5/16"" | Modelo=AD87 | Gas=410"
"goevo:008331";"SPR PISTON 0,84";"PC";"Piston SPR";"";"Refrigeracao";"0,84";"PC";"Bitola=0,84"
"goevo:008332";"SPR CORPO PISTON ACURATOR DUPLO SAE 3/8";"PC";"Corpo Piston Acurator Duplo SPR";"";"Refrigeracao";"SAE 3/8""";"PC";"Bitola=SAE 3/8"""
"goevo:008333";"SPR RETENTOR PISTON ACURATOR 3/8 SAE";"PC";"Corpo Piston Acurator Duplo SPR";"";"Refrigeracao";"Padrao";"PC";""
"goevo:008334";"CURVA COBRE 90 GRAUS 7/8";"PC";"Curva Cobre 90 Graus";"";"Hidraulica";"7/8""";"PC";"Bitola=7/8"""
"goevo:008335";"CURVA COBRE 90 GRAUS 1 1/8""";"PC";"Curva Cobre 90 Graus";"";"Hidraulica";"1 1/8""";"PC";"Bitola=1 1/8"""
